6204,James,Curry,0.8261871983
82,Brittani,Carrico,0.9100949836
944,Herbert,Bolin,0.7265520587
4806,Jason,Dietrich,0.4715910109
6775,Jessica,Servais,0.7415194092
9586,Lauren,Big,0.7721115425
7663,John,Butcher,0.7590402178
4331,Stephanie,Orme,0.6720185613
9467,Carl,Mcginnis,0.3234554888
6590,John,Blessing,0.2758333585
5947,Kirsten,Theobald,0.5095459323
7100,Diane,Meisel,0.2216612773
3585,Kevin,Barnes,0.0519363019
8214,Darren,Chambers,0.8296971335
3140,Paul,Wood,0.5193268927
7685,Felipe,Andrews,0.1881682198
9478,Kellie,Castro,0.1520557071
3523,Damion,Gale,0.0564220969
2883,Harold,Ray,0.0646580176
4117,Charlotte,King,0.9860527546
7140,Marie,Christian,0.4774743654
3804,Inez,Martin,0.2120913882
9488,Kent,Goldberg,0.9751879235
5260,Steven,Jones,0.809292671
5862,Chester,Trent,0.3800915368
3123,Brian,Rios,0.2616128065
949,Walter,Matheny,0.0211698576
1358,Edna,Novak,0.2915792477
3840,Clarence,Montague,0.2491862986
990,Maria,Steele,0.9411457111
7123,James,Hodges,0.5069402494
8735,Marie,Williams,0.4346918806
2989,Elizabeth,Fasano,0.4316159771
5428,Yolanda,Cunningham,0.1157613134
8873,Steve,Bridges,0.3869432723
1126,Veronica,Ewing,0.5380620596
80,Effie,Deleon,0.3590856621
3391,Bobbie,Padilla,0.5571915382
7282,Marisol,Trujillo,0.705522174
947,Nicholas,Denning,0.9664982853
850,Amy,Nelson,0.0589259688
6658,Ryan,Cortez,0.0495926836
8167,Rita,Thompson,0.4342457266
4191,Kathryn,Adam,0.5396292289
6463,Jackie,Dunning,0.0204314748
8952,Glenn,Johnston,0.6789734683
9008,Elizabeth,Herrera,0.0949182424
3245,Henry,Beaver,0.3621054834
5349,Jeanette,Groner,0.7493148625
8159,Mary,Leone,0.6564093872
7932,Steve,Large,0.8703160577
2529,Paige,Smith,0.2342244724
2990,Charles,Engle,0.1028598486
5192,Shannon,Mccarty,0.8194727658
4351,Kevin,Thompson,0.7195230413
6605,Joshua,James,0.2158356411
7214,Jo,Colson,0.4074381846
9628,Barbara,Robinson,0.9974701123
5855,James,Bahr,0.3480276745
5490,Vincent,Palacios,0.0704599931
71,Katrina,Lor,0.0976839571
5769,Bonnie,Ivers,0.6269871406
3713,Dominic,Thrift,0.2512854829
1368,John,Terry,0.4505235956
805,Rosalie,Clark,0.8751579798
4527,Stanley,Anders,0.4369983543
6980,Matthew,Holland,0.7656827904
6313,Vicki,Gray,0.4153192968
4101,Gregory,Emmons,0.3244971484
8256,Aaron,Avila,0.3303979947
8554,Pa,Chapman,0.4444926148
5841,Gary,Manly,0.2800081372
9731,Jonathan,Beal,0.6279628209
1791,Brenda,Niven,0.7291654081
933,Pauline,White,0.3711143404
6805,Mervin,Macomber,0.8390817689
5404,Jane,Silva,0.9770863031
542,Serena,Benton,0.0576798175
2805,Julia,Mills,0.3874439243
3215,Matt,Green,0.9887335678
6572,Julia,Wilson,0.6546406655
5882,Kerry,Webb,0.9774248018
7538,Micheal,Fernandez,0.9920155758
