7287,Mildred,Devine,0.1899479204
9009,Michael,Youngblood,0.955670716
508,Ricardo,Hom,0.7824639685
2022,James,Burdette,0.6185311661
8782,Harriette,Williams,0.0305948115
4585,Lance,Richardson,0.2911207969
287,George,Skoog,0.1255080928
65,Willie,Usher,0.6159538245
9667,Dawn,Marburger,0.2618697579
3427,Robert,Hester,0.2434638718
5094,Andy,Ortiz,0.3081625821
2390,Laura,Mynatt,0.595007305
1910,James,Rogers,0.9708304079
3657,Kathy,Overturf,0.7217407862
173,Kenneth,Case,0.1875345865
2572,Kelly,Chevalier,0.3420704936
5341,Marc,Ortiz,0.3924885471
1054,William,Kollar,0.3297322374
4091,Helen,Hubbell,0.4606434985
2807,Wesley,Perkins,0.3556676437
5849,Bruce,Haley,0.9014440419
1231,Kathy,Riley,0.1624424679
2051,Rosalie,Bergevin,0.8783437577
1248,Walter,Barbour,0.3825771089
751,Clinton,Ruiz,0.5740650797
6454,Brian,Lopez,0.0428889289
3617,Charles,Wilson,0.239337266
766,Christopher,Campbell,0.0014046307
5444,Sarah,Raymond,0.8823488362
6246,Dorris,Hayner,0.5056660939
2214,William,Hopkins,0.6398392257
444,Michal,Mcgee,0.800564199
6768,Kristina,Ruiz,0.8107632329
9776,Peggy,Martindale,0.6156264946
1159,Lula,Villarreal,0.9576454672
282,Caroline,Quisenberry,0.9062746456
6405,Mary,Palmer,0.6106473119
1336,George,Reed,0.5640031707
4412,George,Ogden,0.0188022088
9764,Katie,Carpenter,0.8236810674
609,Nora,Morin,0.052751417
3949,Emily,Parra,0.622240566
1748,Susan,Perino,0.0146598588
3,Jessica,Hardy,0.9548207985
8601,Stephen,Grenz,0.4507039462
6479,Dan,Bradley,0.8186417613
3348,Joseph,Crouse,0.9752721735
566,Manuel,Johnson,0.6802087205
3428,Marcie,Mcraney,0.0907927388
3357,Ila,Westgate,0.1717617002
4923,Robert,Norris,0.316295824
7970,Douglas,Dicks,0.4634851699
9700,Edward,Kaul,0.3539128397
5615,Cheryl,Beach,0.4040374754
4265,Clara,Beard,0.5710089125
3783,Marvin,Robbins,0.8881844769
8306,Katie,Fallin,0.7647221966
9506,Joyce,Johnson,0.2285895625
9823,Sharon,Fuller,0.32619901
8774,Sarah,Lloyd,0.0685279279
7071,Elizabeth,Oliver,0.6746933956
1742,Allen,Rosas,0.5694647883
1806,Carrie,Quinones,0.4476856394
1361,Erin,Colon,0.9325682309
7689,Marjorie,Butler,0.7496660508
1527,Mary,Surface,0.258243866
652,Michael,Henderson,0.5530633647
4254,Silvia,Mcintosh,0.6797640901
9161,Charles,Kelly,0.5032602176
4046,Sharon,Schwartz,0.7538681806
3132,Stephen,Jaimes,0.0359696141
1363,Raymond,Turner,0.1914103795
520,Jessica,Moseley,0.6271337559
4190,Terry,Poole,0.7223168719
3838,Albert,Davis,0.7964850774
5687,Kenneth,Gonzalez,0.9955028279
615,Darlene,Houser,0.9895390198
9266,Michelle,Cannon,0.0865486292
9893,Susan,Smith,0.2472764936
3908,James,Robles,0.5669981954
5142,Joyce,Church,0.5998723097
4543,Jacqueline,Martone,0.5421109332
6959,Delores,Ali,0.569773908
1117,Doris,Chang,0.4956686811
9537,Wendy,Jones,0.8326191679
2726,Michael,Sanchez,0.1564207999
2355,Helen,Summers,0.3635568712
6137,Luis,Perkins,0.9167616952
9391,Kevin,Jordan,0.2214344267
10,Jane,Brandon,0.0072934949
8870,Maureen,Frias,0.7998755521
844,Renee,Padilla,0.6342090347
4868,Frank,Gutierrez,0.5785161683
1008,Jennifer,Fischer,0.3823201498
4749,Robert,Warren,0.8174798694
6220,Charlotte,Ortiz,0.8374285356
7201,Angela,Mendez,0.3972489543
4838,Doris,Hoggan,0.3373475736
5954,Christopher,Birchfield,0.1866157665
2121,Adela,Wilham,0.9360985265
5563,Dorothy,Buckley,0.0564223009
4514,Henry,Taylor,0.0529363982
4787,Cameron,Reynolds,0.7771816938
5719,Kimberly,David,0.3873729168
789,Helga,Willman,0.1862912793
9932,Dianne,Hawley,0.4552592912
3600,Thomas,Boyles,0.3187271485
5344,Deborah,Bier,0.5209103057
3016,Jeffrey,Marshall,0.6262125103
8243,Roger,Bell,0.3996604045
3627,Joe,Butera,0.0734844746
5785,Sandra,Poplar,0.7566280635
8855,Hugo,Fowler,0.814118857
1333,Jaclyn,Johnson,0.1895721657
2777,George,Cook,0.6755091278
980,Matthew,Minor,0.2838746519
